"","ID","Sample.Plate","Species","Region","Site","CollectionDate","Season","Rain","Depth","Symbiodinium","Breviolum","Cladocopium","Durusdinium","dom","background","totalSym","use","count","X"
"403","urban_305","Sample 6_UrbanPopgen_Plate44_1-18-24_data.csv","Ofav","Broward reef","FTL4","23-May","Spring","Dry",6.1,0,0.98440884,2.75706e-05,0.015563589,"B","CD",1,"y",1,NA
"404","urban_284","Sample 7_UrbanPopgen_Plate44_1-18-24_data.csv","Cnat","Broward reef","BC1","23-May","Spring","Dry",9.8,0,0,0,1,"D","",1,"y",1,NA
"405","urban_285","Sample 8_UrbanPopgen_Plate44_1-18-24_data.csv","Cnat","Broward reef","BC1","23-May","Spring","Dry",9.1,0,0.532571611,0,0.467428389,"B","",1,"y",1,NA
"406","urban_287","Sample 9_UrbanPopgen_Plate44_1-18-24_data.csv","Cnat","Broward reef","BC1","23-May","Spring","Dry",10.1,0,0.999949477,0,5.05228e-05,"B","D",1,"y",1,NA
"407","urban_299","Sample 10_UrbanPopgen_Plate44_1-18-24_data.csv","Cnat","Broward reef","FTL4","23-May","Spring","Dry",6.1,0,0.999862994,1.48227e-05,0.000122183,"B","CD",1,"y",1,NA
"408","urban_052","Sample 11_UrbanPopgen_Plate44_1-18-24_data.csv","Cnat","Broward reef","FTL4","22-Aug","Summer","Wet",6.4,0,0.999987265,1.27352e-05,0,"B","C",1,"y",1,NA
"409","urban_066","Sample 12_UrbanPopgen_Plate44_1-18-24_data.csv","Cnat","Broward reef","BC1","22-Aug","Summer","Wet",6.1,0,0.9999752,1.08145e-05,1.39853e-05,"B","CD",1,"y",1,NA
"410","Peanut_025","Sample 3_UrbanPopgen_Plate45_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,1,0,0,"B","",1,"y",1,NA
"411","Peanut_026","Sample 4_UrbanPopgen_Plate45_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"412","Peanut_028","Sample 6_UrbanPopgen_Plate45_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"413","Peanut_030","Sample 7_UrbanPopgen_Plate45_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"414","Peanut_032","Sample 9_UrbanPopgen_Plate45_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"415","Peanut_033","Sample 10_UrbanPopgen_Plate45_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"416","Peanut_034","Sample 11_UrbanPopgen_Plate45_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"417","Peanut_035","Sample 12_UrbanPopgen_Plate45_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"418","Peanut_036","Sample 1_UrbanPopgen_Plate46_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"419","Peanut_037","Sample 2_UrbanPopgen_Plate46_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"420","Peanut_039","Sample 4_UrbanPopgen_Plate46_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,1,0,0,"B","",1,"y",1,NA
"421","Peanut_042","Sample 6_UrbanPopgen_Plate46_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"422","Peanut_044","Sample 8_UrbanPopgen_Plate46_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"423","Peanut_047","Sample 10_UrbanPopgen_Plate46_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"424","Peanut_050","Sample 11_UrbanPopgen_Plate46_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"425","Peanut_008","Sample 1_UrbanPopgen_Plate47_1-16-24_data.csv","Dlab","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"426","Peanut_041","Sample 3_UrbanPopgen_Plate47_1-16-24_data.csv","Dlab","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"427","Peanut_052","Sample 4_UrbanPopgen_Plate47_1-16-24_data.csv","Dlab","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"428","Peanut_076","Sample 6_UrbanPopgen_Plate47_1-16-24_data.csv","Dlab","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"429","Peanut_080","Sample 7_UrbanPopgen_Plate47_1-16-24_data.csv","Dlab","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"430","Peanut_023","Sample 8_UrbanPopgen_Plate47_1-16-24_data.csv","Cnat","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"431","Peanut_045","Sample 9_UrbanPopgen_Plate47_1-16-24_data.csv","Cnat","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"432","Peanut_048","Sample 10_UrbanPopgen_Plate47_1-16-24_data.csv","Cnat","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"433","Peanut_073","Sample 11_UrbanPopgen_Plate47_1-16-24_data.csv","Cnat","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"434","Peanut_081","Sample 12_UrbanPopgen_Plate47_1-16-24_data.csv","Cnat","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"435","Peanut_055","Sample 2_UrbanPopgen_Plate48_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"436","Peanut_058","Sample 3_UrbanPopgen_Plate48_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"437","Peanut_066","Sample 4_UrbanPopgen_Plate48_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,1,0,0,"B","",1,"y",1,NA
"438","Peanut_072","Sample 5_UrbanPopgen_Plate48_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"439","Peanut_088","Sample 6_UrbanPopgen_Plate48_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,1,0,0,"B","",1,"y",1,NA
"440","Peanut_090","Sample 7_UrbanPopgen_Plate48_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,1,0,0,"B","",1,"y",1,NA
"441","Peanut_092","Sample 8_UrbanPopgen_Plate48_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,1,0,0,"B","",1,"y",1,NA
"442","Peanut_096","Sample 9_UrbanPopgen_Plate48_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"443","Peanut_097","Sample 10_UrbanPopgen_Plate48_1-19-24_data.csv","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"444","Peanut_077","Sample 11_UrbanPopgen_Plate48_1-19-24_data.csv","Ofav","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",1.6,0,0,0,1,"D","",1,"y",1,NA
"445","Baggs_087","Sample 4_UrbanPopgen_Plate51_1-22-24_data.csv","Cnat","Miami urban","Bill Baggs","21-Jun","Summer","Wet",1,0,0.997854215,0,0.002145785,"B","D",1,"y",1,NA
"446","urban_387","Sample 5_UrbanPopgen_Plate51_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"447","urban_386","Sample 6_UrbanPopgen_Plate51_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"448","urban_385","Sample 7_UrbanPopgen_Plate51_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"449","urban_383","Sample 8_UrbanPopgen_Plate51_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0.000453849,0,0.999546151,"D","B",1,"y",1,NA
"450","urban_382","Sample 9_UrbanPopgen_Plate51_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0.000390105,0,0.999609895,"D","B",1,"y",1,NA
"451","urban_381","Sample 10_UrbanPopgen_Plate51_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0.000382527,0,0.999617473,"D","B",1,"y",1,NA
"452","urban_379","Sample 11_UrbanPopgen_Plate51_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"453","urban_380","Sample 1_UrbanPopgen_Plate52_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"454","urban_378","Sample 2_UrbanPopgen_Plate52_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",1.2,0,0,0,1,"D","",1,"y",1,NA
"455","urban_377","Sample 3_UrbanPopgen_Plate52_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",1.2,0,0,0,1,"D","",1,"y",1,NA
"456","urban_376","Sample 4_UrbanPopgen_Plate52_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",1.2,0,0,0,1,"D","",1,"y",1,NA
"457","urban_375","Sample 5_UrbanPopgen_Plate52_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"458","urban_349","Sample 8_UrbanPopgen_Plate52_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","23-Aug","Summer","Wet",0.9,0,0,0,1,"D","",1,"y",1,NA
"459","urban_346","Sample 11_UrbanPopgen_Plate52_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","23-Aug","Summer","Wet",0.9,0,0,0,1,"D","",1,"y",1,NA
"460","urban_373","Sample 12_UrbanPopgen_Plate52_1-22-24_data.csv","Dlab","Miami urban","MacArthur North","24-Jan","Winter","Dry",0.9,0,0.00014526,0,0.99985474,"D","B",1,"y",1,NA
"461","urban_388","Sample 1_UrbanPopgen_Plate53_1-23-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",9.8,0,0.99985561,0,0.00014439,"B","D",1,"y",1,NA
"462","urban_393","Sample 2_UrbanPopgen_Plate53_1-23-24_data.csv","Pseu","North Miami reef","South Canyon","24-Jan","Winter","Dry",5.5,0,1,0,0,"B","",1,"y",1,NA
"463","urban_395","Sample 3_UrbanPopgen_Plate53_1-23-24_data.csv","Pseu","North Miami reef","South Canyon","24-Jan","Winter","Dry",5.5,0,1,0,0,"B","",1,"y",1,NA
"464","urban_404","Sample 5_UrbanPopgen_Plate53_1-23-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",8.5,0,0.999471742,0,0.000528258,"B","D",1,"y",1,NA
"465","urban_406","Sample 6_UrbanPopgen_Plate53_1-23-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",8.5,0,0.998919905,0,0.001080095,"B","D",1,"y",1,NA
"466","urban_412","Sample 9_UrbanPopgen_Plate53_1-23-24_data.csv","Pseu","North Miami reef","South Canyon","24-Jan","Winter","Dry",5.5,0,1,0,0,"B","",1,"y",1,NA
"467","urban_413","Sample 10_UrbanPopgen_Plate53_1-23-24_data.csv","Pseu","North Miami reef","South Canyon","24-Jan","Winter","Dry",5.5,0,1,0,0,"B","",1,"y",1,NA
"468","urban_416","Sample 12_UrbanPopgen_Plate53_1-23-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",9.8,0,1,0,0,"B","",1,"y",1,NA
"469","urban_407","Sample 6_UrbanPopgen_Plate54_1-23-24_data.csv","Mcav","North Miami reef","Graceland","24-Jan","Winter","Dry",5.8,0,0.090074929,0.909925071,0,"C","B",1,"y",1,NA
"470","urban_405","Sample 7_UrbanPopgen_Plate54_1-23-24_data.csv","Ofav","North Miami reef","Pillars","24-Jan","Winter","Dry",8.5,0,0.011569896,0,0.988430104,"D","B",1,"y",1,NA
"471","urban_409","Sample 8_UrbanPopgen_Plate54_1-23-24_data.csv","Ofav","North Miami reef","South Canyon","24-Jan","Winter","Dry",5.5,0,0.027207068,0,0.972792932,"D","B",1,"y",1,NA
"472","urban_415","Sample 9_UrbanPopgen_Plate54_1-23-24_data.csv","Ofav","North Miami reef","Pillars","24-Jan","Winter","Dry",9.4,0,1,0,0,"B","",1,"y",1,NA
"473","urban_392","Sample 10_UrbanPopgen_Plate54_1-23-24_data.csv","Cnat","North Miami reef","Pillars","24-Jan","Winter","Dry",8.5,0,0.999988805,0,1.11946e-05,"B","D",1,"y",1,NA
"474","urban_394","Sample 11_UrbanPopgen_Plate54_1-23-24_data.csv","Cnat","North Miami reef","South Canyon","24-Jan","Winter","Dry",5.2,0,1,0,0,"B","",1,"y",1,NA
"475","urban_438","Sample 1_UrbanPopgen_Plate55_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",1.8,0,1,0,0,"B","",1,"y",1,NA
"476","urban_439","Sample 2_UrbanPopgen_Plate55_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",1.8,0,0,0,1,"D","",1,"y",1,NA
"477","urban_440","Sample 3_UrbanPopgen_Plate55_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2,0,0.999604626,0.000395374,0,"B","C",1,"y",1,NA
"478","urban_441","Sample 4_UrbanPopgen_Plate55_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.8,0,0.999930011,6.99888e-05,0,"B","C",1,"y",1,NA
"479","urban_442","Sample 5_UrbanPopgen_Plate55_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.7,0,0,1,0,"C","",1,"y",1,NA
"480","urban_457","Sample 10_UrbanPopgen_Plate55_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2,0,0.999945654,3.15922e-05,2.27536e-05,"B","CD",1,"y",1,NA
"481","urban_458","Sample 11_UrbanPopgen_Plate55_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.2,0,0.854205104,0.12505119,0.020743707,"B","D",1,"y",1,NA
"482","urban_459","Sample 12_UrbanPopgen_Plate55_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.2,0,0.999785471,0.00017964,3.48894e-05,"B","CD",1,"y",1,NA
"483","urban_429","Sample 2_UrbanPopgen_Plate56_1-24-24_data.csv","Mcav","North Miami reef","Graceland","24-Jan","Winter","Dry",5.8,0,0.013004169,0.986995831,0,"C","B",1,"y",1,NA
"484","urban_432","Sample 4_UrbanPopgen_Plate56_1-24-24_data.csv","Mcav","North Miami reef","Graceland","24-Jan","Winter","Dry",6.7,0,0.015452447,0.983365714,0.001181839,"C","BD",1,"y",1,NA
"485","urban_433","Sample 5_UrbanPopgen_Plate56_1-24-24_data.csv","Mcav","North Miami reef","Graceland","24-Jan","Winter","Dry",6.7,0,0,1,0,"C","",1,"y",1,NA
"486","urban_434","Sample 6_UrbanPopgen_Plate56_1-24-24_data.csv","Mcav","North Miami reef","Graceland","24-Jan","Winter","Dry",7,0,0.999905984,9.4016e-05,0,"B","C",1,"y",1,NA
"487","urban_436","Sample 7_UrbanPopgen_Plate56_1-24-24_data.csv","Mcav","North Miami reef","Graceland","24-Jan","Winter","Dry",5.5,0,0,1,0,"C","",1,"y",1,NA
"488","urban_443","Sample 8_UrbanPopgen_Plate56_1-24-24_data.csv","Mcav","North Miami reef","Graceland","24-Jan","Winter","Dry",5.5,0,0.086692325,0.913307675,0,"C","B",1,"y",1,NA
"489","urban_444","Sample 9_UrbanPopgen_Plate56_1-24-24_data.csv","Mcav","North Miami reef","Graceland","24-Jan","Winter","Dry",5.3,0,0,0.954414963,0.045585037,"C","D",1,"y",1,NA
"490","urban_391","Sample 1_UrbanPopgen_Plate57_1-24-24_data.csv","Dlab","North Miami reef","Pillars","24-Jan","Winter","Dry",9.1,0,0.009410803,0,0.990589197,"D","B",1,"y",1,NA
"491","urban_418","Sample 3_UrbanPopgen_Plate57_1-24-24_data.csv","Dlab","North Miami reef","Pillars","24-Jan","Winter","Dry",9.8,0,0.002094062,0,0.997905938,"D","B",1,"y",1,NA
"492","urban_419","Sample 4_UrbanPopgen_Plate57_1-24-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",8.8,0,1,0,0,"B","",1,"y",1,NA
"493","urban_420","Sample 5_UrbanPopgen_Plate57_1-24-24_data.csv","Cnat","North Miami reef","Pillars","24-Jan","Winter","Dry",8.8,0,1,0,0,"B","",1,"y",1,NA
"494","urban_421","Sample 6_UrbanPopgen_Plate57_1-24-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",9.1,0,1,0,0,"B","",1,"y",1,NA
"495","urban_422","Sample 7_UrbanPopgen_Plate57_1-24-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",9.1,0,1,0,0,"B","",1,"y",1,NA
"496","urban_423","Sample 8_UrbanPopgen_Plate57_1-24-24_data.csv","Cnat","North Miami reef","Pillars","24-Jan","Winter","Dry",9.1,0,1,0,0,"B","",1,"y",1,NA
"497","urban_424","Sample 9_UrbanPopgen_Plate57_1-24-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",8.8,0,0.999978839,2.1161e-05,0,"B","C",1,"y",1,NA
"498","urban_425","Sample 10_UrbanPopgen_Plate57_1-24-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",9.1,0,0.999985913,1.40871e-05,0,"B","C",1,"y",1,NA
"499","urban_426","Sample 11_UrbanPopgen_Plate57_1-24-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",9.1,0,1,0,0,"B","",1,"y",1,NA
"500","urban_427","Sample 12_UrbanPopgen_Plate57_1-24-24_data.csv","Pseu","North Miami reef","Pillars","24-Jan","Winter","Dry",9.1,0,0.048009513,7.20856e-05,0.951918402,"D","BC",1,"y",1,NA
"501","urban_450","Sample 3_UrbanPopgen_Plate58-1-24-24_data.csv","Mcav","North Miami reef","Graceland","24-Jan","Winter","Dry",5.9,0,0,0.67517595,0.32482405,"C","",1,"y",1,NA
"502","urban_452","Sample 5_UrbanPopgen_Plate58-1-24-24_data.csv","Pseu","North Miami reef","Graceland","24-Jan","Winter","Dry",5.6,0,0.999989818,1.01823e-05,0,"B","",1,"y",1,NA
"503","urban_461","Sample 7_UrbanPopgen_Plate58-1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.2,0,0,0,1,"D","",1,"y",1,NA
"504","urban_462","Sample 8_UrbanPopgen_Plate58-1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.2,0,0.999999059,9.4108e-07,0,"B","",1,"y",1,NA
"505","urban_479","Sample 10_UrbanPopgen_Plate58-1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.9,0,1,0,0,"B","",1,"y",1,NA
"506","urban_480","Sample 11_UrbanPopgen_Plate58-1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",3,0,0.99999441,5.58978e-06,0,"B","",1,"y",1,NA
"507","urban_481","Sample 1_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",3,0,0.999991405,0,8.59536e-06,"","",1,"y",1,NA
"508","urban_482","Sample 2_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2,0,0.272160047,0,0.727839953,"D","0",1,"y",1,NA
"509","urban_488","Sample 3_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.6,0,1,0,0,"B","",1,"y",1,NA
"510","urban_489","Sample 4_UrbanPopgen_Plate59_1-24-24_data.csv","Dlab","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2,0,0,0,1,"D","",1,"y",1,NA
"511","urban_490","Sample 5_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.6,0,1,0,0,"B","0",1,"y",1,NA
"512","urban_491","Sample 6_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.3,0,1,0,0,"B","",1,"y",1,NA
"513","urban_492","Sample 7_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.4,0,1,0,0,"B","",1,"y",1,NA
"514","urban_493","Sample 8_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.2,0,1,0,0,"B","",1,"y",1,NA
"515","urban_494","Sample 9_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.2,0,1,0,0,"B","",1,"y",1,NA
"516","urban_495","Sample 10_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.2,0,1,0,0,"B","0",1,"y",1,NA
"517","urban_496","Sample 11_UrbanPopgen_Plate59_1-24-24_data.csv","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",2.2,0,1,0,0,"B","",1,"y",1,NA
"518","urban_398","Sample 3_UrbanPopgen_Plate60_3-24-24_data.csv","Pseu","Miami urban","Seaquarium","24-Jan","Winter","Dry",0.3,0,0,0,1,"","",1,"y",1,NA
"519","urban_464","Sample 4_UrbanPopgen_Plate60_3-24-24_data.csv","Pseu","Miami urban","Seaquarium","24-Jan","Winter","Dry",1.2,0,0.482204421,0,0.517795579,"","",1,"y",1,NA
"520","urban_472","Sample 5_UrbanPopgen_Plate60_3-24-24_data.csv","Pseu","Miami urban","Coral City Camera","24-Jan","Winter","Dry",2.4,0,0.013318683,0,0.986681317,"D","B",1,"y",1,NA
"521","urban_486","Sample 6_UrbanPopgen_Plate60_3-24-24_data.csv","Pseu","Miami urban","Coral City Camera","24-Jan","Winter","Dry",2,0,0,0,1,"","",1,"y",1,NA
"522","urban_503","Sample 7_UrbanPopgen_Plate60_3-24-24_data.csv","Pseu","Miami urban","Coral City Camera","24-Jan","Winter","Dry",1.5,0,0.182443213,0.23097399,0.586582797,"D","",1,"y",1,NA
"523","urban_512","Sample 8_UrbanPopgen_Plate60_3-24-24_data.csv","Pseu","Miami urban","Coral City Camera","24-Jan","Winter","Dry",1.5,0,0,0,1,"","",1,"y",1,NA
"524","urban_528","Sample 10_UrbanPopgen_Plate60_3-24-24_data.csv","Pseu","Miami urban","Coral City Camera","24-Jan","Winter","Dry",1.7,0,0.012618951,0,0.987381049,"D","B",1,"y",1,NA
"525","urban_538","Sample 11_UrbanPopgen_Plate60_3-24-24_data.csv","Mcav","Miami urban","Coral City Camera","24-Jan","Winter","Dry",2.4,0,0,0,1,"D","",1,"y",1,NA
"526","urban_546","Sample 12_UrbanPopgen_Plate60_3-24-24_data.csv","Ofav","Miami urban","Coral City Camera","24-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"527","urban_465","Sample 4_UrbanPopgen_Plate61_3-24-24_data.csv","Pseu","Miami urban","Seaquarium","24-Jan","Winter","Dry",0.6,0,0.92905743,0.033269825,0.037672745,"B","",1,"y",1,NA
"528","urban_487","Sample 6_UrbanPopgen_Plate61_3-24-24_data.csv","Cnat","Miami urban","Coral City Camera","24-Jan","Winter","Dry",2,0,0,0,1,"D","",1,"y",1,NA
"529","urban_504","Sample 7_UrbanPopgen_Plate61_3-24-24_data.csv","Pseu","Miami urban","Coral City Camera","24-Jan","Winter","Dry",1.5,0,0.35726318,0.33374956,0.308987259,"0","",1,"y",1,NA
"530","urban_521","Sample 9_UrbanPopgen_Plate61_3-24-24_data.csv","Pseu","Miami urban","Coral City Camera","24-Jan","Winter","Dry",1.5,0,0.997439759,7.22471e-06,0.002553017,"B","",1,"y",1,NA
"531","urban_529","Sample 10_UrbanPopgen_Plate61_3-24-24_data.csv","Pseu","Miami urban","Coral City Camera","24-Jan","Winter","Dry",1.7,0,0,0,1,"D","",1,"y",1,NA
"532","urban_539","Sample 11_UrbanPopgen_Plate61_3-24-24_data.csv","Cnat","Miami urban","Coral City Camera","24-Jan","Winter","Dry",2.4,0,0,0,1,"D","0",1,"y",1,NA
"533","Baggs_067","Sample 2_UrbanPopgen_Plate62_3-24-24_data.csv","Cnat","Miami urban","Bill Baggs","21-Jun","Summer","Wet",1,0,0,0,1,"D","0",1,"y",1,NA
"534","Baggs_108","Sample 3_UrbanPopgen_Plate62_3-24-24_data.csv","Ofav","Miami urban","Bill Baggs","21-Oct","Fall","Dry",1,0,0,0,1,"D","",1,"y",1,NA
"535","urban_400","Sample 4_UrbanPopgen_Plate62_3-24-24_data.csv","Pseu","Miami urban","Seaquarium","24-Jan","Winter","Dry",1.8,0,0,0,1,"","",1,"y",1,NA
"536","urban_466","Sample 5_UrbanPopgen_Plate62_3-24-24_data.csv","Cnat","Miami urban","Seaquarium","24-Jan","Winter","Dry",0.9,0,0,0,1,"D","",1,"y",1,NA
"537","urban_497","Sample 7_UrbanPopgen_Plate62_3-24-24_data.csv","Mcav","Palm Beach urban","Peanut Island","24-Jan","Winter","Dry",0.9,0,0,0,1,"D","0",1,"y",1,NA
"538","urban_506","Sample 8_UrbanPopgen_Plate62_3-24-24_data.csv","Pseu","Miami urban","Coral City Camera","24-Jan","Winter","Dry",1.5,0,0.640139942,0,0.359860058,"B","0",1,"y",1,NA
